"","SRR5256874_5","SRR5256876","SRR5256877_8","SRR5256879","SRR5256880_1","SRR5256882_3"
"tRF-28-F36VF8DHXYD9",8,5,27,4,1,6
"tRF-28-F78BP7JL1YDF",1,0,0,0,0,0
"tRF-28-F8YKIR9NY5D2",1,0,0,0,0,0
"tRF-28-F900BY4D84DJ",1,0,0,0,0,1
"tRF-28-F918V0LWQXDU",0,0,4,0,0,0
"tRF-28-F91SS2P46IDQ",2,0,5,0,0,0
"tRF-28-F91SS2PMFI0Q",3,0,15,1,0,7
"tRF-28-F91YS2PMFI0Q",0,0,0,1,0,0
"tRF-28-F9LKXNYQIUDE",1,0,0,0,0,0
"tRF-28-FDXXE6XRK403",4,0,16,2,0,2
"tRF-28-FIO2WO1M3805",0,1,0,1,1,0
"tRF-28-FN7BWU2F5J0O",0,0,4,0,0,0
"tRF-28-FPN6B7P86ZD2",0,0,6,0,0,0
"tRF-28-FSXMSL73VLD5",6,1,25,0,0,7
"tRF-28-FY392J1Y0SDZ",0,0,11,0,0,0
"tRF-28-FYYDU37Y930O",0,0,0,0,0,1
"tRF-28-H3RXSINHZ4DV",2,0,17,0,1,2
"tRF-28-H3S3RX8HWV0Q",2,0,3,1,1,0
"tRF-28-H4SXQ3V2Y7DZ",0,0,7,6,1,0
"tRF-28-HFNBDWY2MJ02",0,0,3,0,0,0
"tRF-28-HJ83ML5F82DQ",1,0,0,1,0,0
"tRF-28-HMI8W47W1R00",6,0,6,0,0,1
"tRF-28-HRL7S5QKF1DY",0,0,6,0,0,0
"tRF-28-HWH3RXSINH0P",1,0,0,0,0,0
"tRF-28-I2LJQI6IWO0J",0,0,0,2,0,2
"tRF-28-I2VHJYOZ4E02",1,0,0,0,0,0
"tRF-28-I34JRX6N380Q",1,0,7,0,0,2
"tRF-28-I363U0EZY90L",1,0,6,0,0,0
"tRF-28-I3SERXPIN2D5",6,2,4,4,1,1
"tRF-28-I3VF4YO9XED2",9,0,39,2,0,9
"tRF-28-I3VF4YOZXED2",1,1,0,0,1,0
"tRF-28-I7JKIKYUY9DB",2,0,0,0,0,2
"tRF-28-I8W47W1R7HX",764,113,3621,275,215,414
"tRF-28-I9BZBZOS4YV",52,5,177,9,9,18
"tRF-28-IFFKVF6MOVDP",0,0,7,0,0,0
"tRF-28-IIZFMQ5JK80E",3,0,0,0,2,4
"tRF-28-IK74HK9FM07",3,0,0,0,0,0
"tRF-28-IK9NJ4S2I7DM",16,3,34,0,0,1
"tRF-28-IKYUY9H33PD2",0,0,8,0,0,0
"tRF-28-ISQI45LSM1D4",3,0,72,0,6,5
"tRF-28-IWRNL3KQNK00",1,0,0,0,0,0
"tRF-28-IYEVFMD0SRD4",2,0,0,0,0,0
"tRF-28-J188FYRE980E",0,0,6,0,0,0
"tRF-28-J8WPMN1E8Y0E",10,1,4,0,0,0
"tRF-28-JDZXHY13KK0E",0,0,6,0,0,0
"tRF-28-JE9UHY0DFKDQ",0,0,0,0,1,0
"tRF-28-JJ6RRNLIK80N",2,2,0,0,0,2
"tRF-28-JKYOSR99RHD2",1,0,8,1,0,0
"tRF-28-JMRPFQ5DWXDD",0,0,34,2,0,1
"tRF-28-JMRPFQJDZXDD",33,11,37,20,7,6
"tRF-28-JMRPFQRDWXDD",1,0,2,7,0,1
"tRF-28-JN5VF3R3ZVZ",2,1,0,0,0,0
"tRF-28-JNRPFQJDZXDD",0,0,0,0,3,0
"tRF-28-JOWU1MN0YUDV",1,0,0,0,0,0
"tRF-28-JQJYSWRYVMDN",0,0,2,0,0,0
"tRF-28-JQR7F8YKIR04",3,0,0,1,0,0
"tRF-28-JW4DBQ6ZW6D2",0,0,8,0,0,0
"tRF-28-JYSWRYVMMVDS",2860,368,8330,899,714,941
"tRF-28-K5I34JRX6ND3",24,0,52,4,1,7
"tRF-28-K84J83ML5F04",1,1,0,0,0,0
"tRF-28-K87SHRMFWRV",0,0,1,0,0,0
"tRF-28-K8UMPLBIUBDQ",1,0,3,0,0,0
"tRF-28-KF9MVH7P59DP",71,13,129,27,21,39
"tRF-28-KKM1M3WD8S00",0,2,5,0,0,0
"tRF-28-KL9MVH7P59DP",106,9,147,88,60,67
"tRF-28-KPQJ3KYU4RDZ",1,0,3,0,0,0
"tRF-28-KQI34JRX6ND3",4,0,5,1,1,0
"tRF-28-KQWYL1M3WE0J",0,0,0,1,0,0
"tRF-28-L7S5QKF1R30K",0,0,6,0,0,0
"tRF-28-L85DMKYOYRDL",1,0,0,0,0,0
"tRF-28-L85DMKYUYRDL",1,0,1,0,0,0
"tRF-28-L981PV6RRNDL",1,0,0,0,0,0
"tRF-28-LQ947673FE03",0,0,1,0,0,0
"tRF-28-LSM1M3WE8S0D",8,1,0,4,2,1
"tRF-28-LY7SDR69OKV",0,1,0,0,0,0
"tRF-28-LY7SIR69OKV",0,0,8,0,0,0
"tRF-28-M0IBB7Z92KU",8,1,9,1,1,2
"tRF-28-M2OSRNLNKS8",1,0,3,0,0,2
"tRF-28-M8309MUKLYD7",0,0,0,1,0,0
"tRF-28-M830MMUKLYD7",0,1,0,0,1,0
"tRF-28-M83O9EDJSYW",0,0,6,1,0,0
"tRF-28-M87SDR27WMDV",0,0,8,0,0,0
"tRF-28-M87SDRJRWMDV",19,3,27,0,4,9
"tRF-28-M8ZLSSXUOLD2",2207,127,6849,459,280,2012
"tRF-28-MBQ4NKKQBRX",1,0,0,0,0,0
"tRF-28-MEF91SS2PMX",1,0,0,1,0,0
"tRF-28-MH490VL8K80E",4,0,103,4,1,9
"tRF-28-MI7O3B1NR805",1,0,0,0,0,0
"tRF-28-MIF91SS2P4DX",10,2,9,1,1,1
"tRF-28-MIF91SS2P4X",0,1,0,0,0,0
"tRF-28-MN1E8Y7Z2RY",0,0,8,1,0,1
"tRF-28-MP9P9MH57SD3",0,0,0,0,1,0
"tRF-28-MUWLV47PU90M",134,26,715,57,34,139
"tRF-28-MXSL735L8RDV",0,0,7,0,0,1
"tRF-28-MYSXR3IEWS0E",1,0,0,0,0,0
"tRF-28-N24YDRFU8U0E",17,5,62,2,4,9
"tRF-28-N2NYDRFU8U0E",0,0,0,1,0,0
"tRF-28-N3R7184KISD8",0,0,0,1,0,0
"tRF-28-N3R718YKISD8",8,0,0,0,1,3
"tRF-28-N3S3RQJVDE0J",0,0,6,0,0,0
"tRF-28-N3Z6KP7J3K05",0,0,0,1,0,0
"tRF-28-NB8PLML38B03",0,0,0,1,0,0
"tRF-28-NKKQBRFKWEDX",0,0,0,0,1,0
"tRF-28-NL7L73V6M9DV",3,1,2,0,0,0
"tRF-28-NRDF7UK87SDE",0,0,9,0,0,0
"tRF-28-NYRVU4727OX",0,0,2,0,0,0
"tRF-28-O8Q6J6K6UDV",2,0,0,0,0,0
"tRF-28-OB1690PQR304",64,8,273,13,19,18
"tRF-28-OB9ZFH690MV",8,0,0,8,7,2
"tRF-28-OPRN11WZY1V",0,0,6,0,0,0
"tRF-28-OSRNLNKSEKDS",0,0,2,1,0,0
"tRF-28-P4R8YP9LOND5",26,4,143,1,3,5
"tRF-28-P90HLBRR330K",0,1,0,0,0,0
"tRF-28-PE0IOB9ZFHD9",0,0,9,0,0,1
"tRF-28-PIN24YDRFU0J",0,1,16,2,0,0
"tRF-28-PKYUS7PVRSD2",0,0,0,0,0,1
"tRF-28-PQ5SVP9N1503",0,0,1,0,0,0
"tRF-28-PS5P4PW3FJDD",8,0,31,12,5,7
"tRF-28-PSQP4PW3FJD0",3,4,15,7,4,2
"tRF-28-PV94V4SMIFX",0,0,2,0,0,0
"tRF-28-Q3V2Y7RZ81DH",0,0,0,1,0,0
"tRF-28-Q4R9OMKM4WDM",3,0,0,0,0,0
"tRF-28-Q622EVUIJVDJ",0,0,2,0,0,0
"tRF-28-Q6S8V0J6OZ0O",2,0,0,0,0,3
"tRF-28-Q72S3HPSR9D7",2,1,14,0,1,2
"tRF-28-Q89P9L842205",0,0,0,1,0,0
"tRF-28-Q99P9P9NH50E",2,0,16,0,0,2
"tRF-28-QI45LSM1M30K",0,0,19,0,0,4
"tRF-28-QIWF9W53K80E",2,0,0,0,0,0
"tRF-28-QKF1R3WE8RDR",0,0,0,0,1,1
"tRF-28-QP4PW3FJIKW",39,4,91,17,16,7
"tRF-28-QR535Z8LZB0P",1,0,9,0,0,0
"tRF-28-QWUID4ZWRN0F",0,0,9,0,0,0
"tRF-28-QXQWUID4ZWDY",0,0,5,0,0,0
"tRF-28-QZR44ER81XS",2,0,0,0,0,0
"tRF-28-R1JOKP1M58DD",1,0,0,0,0,0
"tRF-28-R29P4P9L5HDI",4,2,13,2,0,0
"tRF-28-R29P4P9L5HDM",0,0,8,0,0,0
"tRF-28-R3IEWS7YRRDS",1,0,0,0,0,0
"tRF-28-R47673FEWSD3",5,3,7,1,1,0
"tRF-28-R4VIJ4S2QH0M",1,0,2,1,1,0
"tRF-28-R5YLI1539U0E",1,0,0,0,0,0
"tRF-28-R718YKISQID5",0,1,8,0,0,0
"tRF-28-R7F8YKIR9N05",1,0,4,0,0,0
"tRF-28-R81XDDZZ4YV",4,0,15,0,0,2
"tRF-28-R8WP9I1EWJDW",0,0,5,0,0,0
"tRF-28-R8WP9N1EWJDW",2,0,0,2,2,0
"tRF-28-RK9P4P9L5HDN",1,2,37,3,0,0
"tRF-28-RKVPNPML5F0Q",0,0,0,1,0,0
"tRF-28-RP9830MMUKDM",0,0,0,0,0,3
"tRF-28-RPD9W1X6L8DS",1,0,21,5,3,1
"tRF-28-RPLWJM8LHYS",0,1,0,0,0,0
"tRF-28-RR1380877SD9",0,0,0,0,0,3
"tRF-28-RRN3WEK879D9",0,0,6,0,0,0
"tRF-28-RRX3WB365KD9",1,0,0,0,1,0
"tRF-28-RS9NS334L2DB",3,1,15,0,0,0
"tRF-28-RVULE1D3L80E",13,4,19,6,4,6
"tRF-28-RW5P7JE2ON0P",1,0,5,0,0,0
"tRF-28-RWF918V0LWDW",0,2,0,0,0,0
"tRF-28-RX6NMH490VDM",2,0,6,0,0,0
"tRF-28-RXPIN24YDR9",3,0,14,0,0,3
"tRF-28-RXPIN2NYDR9",0,0,0,0,1,0
"tRF-28-RY73W0K5KKDR",1,0,0,0,0,0
"tRF-28-S2I7L7P5QKY",0,2,0,0,0,0
"tRF-28-S3RX8HYV458",2,1,7,0,0,0
"tRF-28-S3S3RX8HYVDO",0,0,0,1,0,0
"tRF-28-S4113KYU8RD9",1,0,0,0,0,0
"tRF-28-S6RN23KYY8D8",1,0,2,0,0,0
"tRF-28-S8V0J6OZYEDP",0,1,0,0,0,0
"tRF-28-S8V0J8O9YEDJ",4,2,10,5,2,1
"tRF-28-S8V0JUO9YED5",0,0,0,0,2,0
"tRF-28-SERXPIN24Y7",6,1,62,8,3,17
"tRF-28-SERXPIN2NY7",0,1,0,0,0,1
"tRF-28-SLQXQ3FJIYW",1,0,0,0,0,0
"tRF-28-SRI3SERXPIDP",0,0,0,0,1,0
"tRF-28-SSM87SBR29DP",2,0,6,0,0,0
"tRF-28-SVRNLMKWEKD2",2,0,0,0,0,0
"tRF-28-SWRNLJK578D8",0,0,0,1,0,0
"tRF-28-SX73V2Y8L902",0,1,4,0,0,0
"tRF-28-SXQ3V2Y7RZ02",2,0,0,0,0,1
"tRF-28-U05OJIH6Z3DQ",2,0,0,0,0,0
"tRF-28-U45O6WNDY8DD",0,0,0,0,1,0
"tRF-28-U47P299DWUDD",44,11,130,26,16,55
"tRF-28-U47P299DZUDD",3,2,39,6,3,4
"tRF-28-U4S0299DWUDD",1,0,0,0,0,1
"tRF-28-U5XBINVDRID1",3,0,0,0,0,0
"tRF-28-UFQQKNR7VJDJ",2,0,0,0,0,0
"tRF-28-V0UEDP5IUDDJ",0,0,1,0,0,0
"tRF-28-V29K9UV365DX",121,24,336,40,33,66
"tRF-28-V2Y8L981PVD9",0,1,20,0,1,0
"tRF-28-V2Y8LZ81PVD9",0,0,7,0,0,0
"tRF-28-V470VR3196DM",2,0,11,0,0,0
"tRF-28-V47P596VW6DK",0,0,0,0,2,0
"tRF-28-V47Q2WNIYFDM",0,0,0,2,0,0
"tRF-28-V4QP596VZ6DK",1,0,0,0,0,0
"tRF-28-V4SMIFFNKQ03",0,0,4,0,0,0
"tRF-28-V4V47Q2WNI0O",1,1,0,0,2,2
"tRF-28-V8WPMN1E8Y0E",1,0,0,1,1,4
"tRF-28-VEX0K3XN13DW",0,0,0,0,0,4
"tRF-28-VF4YO9XEKJD7",0,0,0,0,1,0
"tRF-28-VH7P59N3Z6DJ",0,0,0,0,2,0
"tRF-28-VI7O409Z7K0Q",0,0,7,0,0,0
"tRF-28-VIJM1PFQJD0Q",2,0,0,0,0,0
"tRF-28-VIJMRPFQJD0Q",31,5,216,16,19,52
"tRF-28-VIJMRPFQRD03",21,4,38,3,6,2
"tRF-28-VP4PRNFJE803",1,0,0,0,0,0
"tRF-28-VPQOH7HLWXD2",0,0,8,0,0,0
"tRF-28-W47W1R7HFEV",47,1,337,6,3,27
"tRF-28-W4QFI3FVSYW",0,1,0,0,0,0
"tRF-28-W4R951KHZKDM",1,0,24,1,1,0
"tRF-28-W631QJ3KYU05",0,0,0,1,0,0
"tRF-28-W8E7OMJHHSZ",101,29,508,62,32,89
"tRF-28-WHR95R3LMJD1",0,0,4,2,0,0
"tRF-28-WIR959MIL0DR",1,0,0,0,0,0
"tRF-28-WIR9OMMIM0DR",0,0,0,1,0,0
"tRF-28-WJ9X0UD3940E",0,0,3,0,0,0
"tRF-28-WJQ72S3HPSDZ",26,3,61,13,4,12
"tRF-28-WJQZ2S3HPSDZ",2,0,3,1,0,1
"tRF-28-WLV47PU9XW0N",0,1,0,0,0,0
"tRF-28-WN1Q18X3HRDM",1,2,0,1,0,0
"tRF-28-WN1Q18Y3HRDM",0,0,5,0,0,1
"tRF-28-WNR718VUY9DW",1,0,0,0,0,0
"tRF-28-WNR71KVUY9DZ",0,0,3,0,0,1
"tRF-28-WP7SER9I69DV",1,0,0,0,0,0
"tRF-28-WP9N1EWJQ7D1",0,0,0,0,0,1
"tRF-28-WS3V2VR0PSDZ",0,0,0,0,2,1
"tRF-28-WUH6QE30YODD",0,0,4,0,0,0
"tRF-28-WUNS56O2Z0DZ",7,1,14,2,2,0
"tRF-28-WUYS56O2Z0DZ",1,1,3,0,0,0
"tRF-28-X4J09KZYJMDQ",0,0,0,1,0,1
"tRF-28-XENDBP1IUUDJ",2,0,0,0,1,0
"tRF-28-XK7S1RNS9MDV",0,1,0,0,0,0
"tRF-28-XMSL73VL4YDN",0,0,0,1,0,0
"tRF-28-XP18RZXP8ZV",1,0,0,0,0,0
"tRF-28-XP7S1RXSMMDV",1,0,0,0,0,0
"tRF-28-XSXMSL73VLD5",28,2,139,20,15,24
"tRF-28-XW83X4J09K0Q",0,0,0,0,0,3
"tRF-28-XY4IDVJKW00E",0,0,0,0,0,2
"tRF-28-Y2HZFZ93QO04",0,0,0,0,2,0
"tRF-28-Y3H3RUSMKVDP",0,0,6,0,0,0
"tRF-28-Y6V4V47Q2WDP",2,1,11,0,0,0
"tRF-28-Y8L981PV6RDY",13,4,52,4,2,8
"tRF-28-YJE76INB8PDL",0,0,8,0,0,0
"tRF-28-YKISQI45LSD4",0,0,7,0,0,0
"tRF-28-YQHQ9M739P0J",0,0,1,0,0,0
"tRF-28-Z0R95M3973DM",4,3,0,0,0,5
"tRF-28-Z2N7D9BKZ4DZ",5,0,3,3,2,3
"tRF-28-Z34KRQ59W30P",0,0,12,0,0,0
"tRF-28-Z34KRQ59WI0K",0,0,2,1,0,0
"tRF-28-Z34KRQ59WI0P",2,0,0,0,0,0
"tRF-28-Z3M8ZLSSXUD6",6206,934,28837,2405,1703,3297
"tRF-28-Z3R9512R12DM",0,0,0,0,1,0
"tRF-28-Z4R95MKM93DM",1,1,0,2,0,0
"tRF-28-Z4R95MKM9K0M",0,1,0,0,0,0
"tRF-28-Z4RZDMKNR79",0,0,3,0,0,2
"tRF-28-Z6EXEY0VWUD2",399,58,1894,126,122,584
"tRF-28-Z6V6Z3M8ZL0D",0,0,0,1,0,2
"tRF-28-Z87ID890YBDR",0,0,0,0,0,2
"tRF-28-Z8I7JKIKYU05",4,0,0,2,0,0
"tRF-28-Z8NNBXBKZ3DZ",0,0,0,0,0,1
"tRF-28-ZDXPHO53KS0E",2,0,3,0,1,1
"tRF-28-ZDXPHO53KY0E",0,0,0,2,0,0
"tRF-28-ZEP27K7ZP3D3",1,0,0,0,1,0
"tRF-28-ZFR95MN1Q3DM",1,0,0,0,0,0
"tRF-28-ZKXXI363U0W",0,0,7,0,0,0
"tRF-28-ZLBS5EOB3Z05",0,0,1,0,0,0
"tRF-28-ZUNF56FK87DZ",0,0,0,0,0,2
"tRF-28-ZUNF56FK8RDZ",0,0,9,0,0,0
"tRF-29-00BY4D84KRFN",1,0,15,0,2,2
"tRF-29-04SXQ3V2Y72E",33,4,22,7,1,8
"tRF-29-0668K87SER1Z",2,0,9,0,0,1
"tRF-29-0VL8K87SIR1Z",1,0,0,0,0,0
"tRF-29-184KISQIY51V",3,1,0,0,2,0
"tRF-29-18V0JZOYJEFS",14,3,23,4,1,8
"tRF-29-18YKISQI451V",114,30,201,92,56,52
"tRF-29-1E6SF8WO6VJ8",0,1,7,1,0,0
"tRF-29-1E8Y7Z2R1HIJ",1,0,5,0,0,0
"tRF-29-1EBP4MJYSZE9",0,0,4,0,0,0
"tRF-29-1ER37E14PHHX",5,1,2,2,1,0
"tRF-29-1EWJQ72S3HIJ",94,8,179,33,27,29
"tRF-29-1EWJQZ2S3HIJ",0,0,0,4,0,0
"tRF-29-1F8J4S5IR2KN",0,0,0,0,1,0
"tRF-29-1KILQ673FJII",0,0,0,0,0,2
"tRF-29-1KY2PIR79OE2",1,0,0,1,0,0
"tRF-29-1M70YU890HI9",3,0,0,0,0,0
"tRF-29-1MN0YU09FKI9",0,0,0,1,0,0
"tRF-29-1MQKYU0RSHIV",1,0,0,0,0,0
"tRF-29-1MQKYU8RSHIV",1,0,0,0,0,0
"tRF-29-1NR8YUP6KPIR",1,0,0,0,0,0
"tRF-29-1QKS3W2VR0EK",0,0,1,0,0,0
"tRF-29-1SS2P46INOJ5",0,0,0,0,0,2
"tRF-29-1SS2P46INOJJ",1,1,10,8,2,4
"tRF-29-1SS2P4FINOJ5",0,0,13,2,2,0
"tRF-29-1SS2PMFIZOJP",0,0,0,0,1,0
"tRF-29-1WZ4RZDMKN2D",0,0,4,0,0,0
"tRF-29-1YIF54RNZF2J",0,0,4,0,1,1
"tRF-29-1YIPRVYJ9XEO",1,1,0,0,0,0
"tRF-29-21W3WB8US5IU",1,0,0,0,0,0
"tRF-29-22EVUIJVK6KD",3,2,31,0,0,4
"tRF-29-299DWUH6QE1L",1,0,3,0,1,4
"tRF-29-2L2YBE7XO8I5",1,1,14,1,1,0
"tRF-29-2OOIQO4QPR10",1,0,0,0,0,0
"tRF-29-2QR7F8YKIRJZ",28,5,32,8,6,4
"tRF-29-2R1HPSR9O914",1,0,0,0,0,0
"tRF-29-2VR008R9591K",0,0,4,1,0,0
"tRF-29-2YU04DYJIO1Q",0,0,0,0,0,6
"tRF-29-31QJ3KYUYR2D",3,0,4,1,0,0
"tRF-29-325UB1ZZK0HU",1,0,0,0,0,0
"tRF-29-32VIJMRPFQFX",0,0,0,0,1,1
"tRF-29-34HWH3RXSIHM",6954,1203,36658,3035,2034,8169
"tRF-29-389MV47P59I8",24,5,15,6,3,0
"tRF-29-389MV4QP59I8",2,0,0,1,0,0
"tRF-29-3H91U45O6WHL",1,0,6,0,0,0
"tRF-29-3HPSR95933FY",0,0,3,0,0,0
"tRF-29-3IRW18V6XOIE",0,0,5,1,0,0
"tRF-29-3JVIJMRPFQHX",0,0,0,0,1,0
"tRF-29-3JVIJMRPFQIX",5,2,20,2,1,2
"tRF-29-3K76IR3DR2I2",0,0,4,0,0,0
"tRF-29-3K7SIR3DR2I2",1,0,11,0,1,1
"tRF-29-3L7273V6M9I3",0,0,1,0,0,0
"tRF-29-3L7L73J6M9I3",16,1,39,3,3,5
"tRF-29-3L7LQ3V6J9I3",0,0,2,0,0,0
"tRF-29-3QF91KY2PI2D",0,0,0,0,1,0
"tRF-29-43RX6NMH49EK",2,0,3,0,0,0
"tRF-29-45DBNIB9I112",0,0,16,0,0,1
"tRF-29-45LSM1M3WEJJ",1,0,0,0,1,1
"tRF-29-4656OKNH99H7",1,0,0,0,0,1
"tRF-29-490VL8K87SF5",3,1,7,2,0,2
"tRF-29-4J83ML5F92H3",5,1,4,0,1,0
"tRF-29-4JRX6N38Z9EJ",0,0,5,0,0,0
"tRF-29-4LQ6R3V02Y23",0,1,0,0,0,0
"tRF-29-4PRS93W03FHE",0,0,4,0,0,0
"tRF-29-4PW3FJHPEZ27",0,0,5,0,0,0
"tRF-29-4PW3FJIKE727",0,1,0,0,1,0
"tRF-29-4RH4SXQ3V2KJ",0,0,4,0,0,0
"tRF-29-4S14IZJQXEJU",1,0,0,0,0,0
"tRF-29-4YDRFU8U76ED",0,0,5,0,0,0
"tRF-29-4YO9XEKJ5RHZ",30,6,222,6,12,29
"tRF-29-54QFQ2FWQ8IJ",3,0,0,0,0,2
"tRF-29-587SI7JP8XI2",0,0,0,1,0,0
"tRF-29-58RW5P7JE2H7",1,1,0,0,0,0
"tRF-29-596VW631QJ14",1,2,29,1,4,9
"tRF-29-59V3WD8YQ8HK",1,0,0,0,0,0
"tRF-29-5BVNUEVBWXIQ",3,0,0,0,0,0
"tRF-29-5EOB3ZY61DE2",0,0,3,0,0,5
"tRF-29-5P4PW3FJHPEQ",5,1,6,0,0,3
"tRF-29-5Y13W087W42K",0,0,0,2,0,0
"tRF-29-5Z2IUIX1Q7HV",39,6,188,14,8,33
"tRF-29-623K7SIR3DIY",1,0,0,0,0,0
"tRF-29-62XB0ZZRD2FV",1,0,0,0,0,0
"tRF-29-64R4XLR828E6",0,0,0,1,0,0
"tRF-29-68K87SERM4JY",2,0,0,0,0,0
"tRF-29-6978WP9LXNHK",1,0,0,0,0,0
"tRF-29-6ISBWOFFR32Y",0,0,3,0,0,0
"tRF-29-6S18WO6V9EKH",0,0,0,1,0,0
"tRF-29-6SF8WO6VXWJH",1,0,0,0,0,0
"tRF-29-6VW631QJ3KKK",2,1,44,0,0,2
"tRF-29-6XQ6S8V0J8HW",26,3,43,8,4,6
"tRF-29-7343RX6NMHH3",15,1,25,0,0,2
"tRF-29-73FEWS3V2VIX",4,0,6,0,0,4
"tRF-29-73QOUHK0SVIZ",1,0,0,0,0,0
"tRF-29-73V2Y8L981IK",3,0,0,0,0,0
"tRF-29-7850MXOYDEHF",0,0,4,0,0,0
"tRF-29-799PLUW3VH1Q",1,0,0,0,0,0
"tRF-29-79M89P9NH5F5",0,0,1,0,0,0
"tRF-29-79MP909NH525",0,0,2,0,0,1
"tRF-29-79MP9P9MH525",7,3,12,0,2,2
"tRF-29-79MP9PMNH5F5",0,0,1,0,1,0
"tRF-29-7EMQ18Y3E7IN",6,0,0,0,0,0
"tRF-29-7F73FEWS3RF8",2,0,0,0,0,0
"tRF-29-7IR1JOKP1MI0",1,0,0,0,0,0
"tRF-29-7L73V6M9P9E1",1,0,0,0,0,2
"tRF-29-7O409Z7KZO2J",1,0,0,0,0,0
"tRF-29-7O58J0K8UMII",12,0,3,1,4,0
"tRF-29-7P299DWUH6IL",0,0,10,0,0,0
"tRF-29-7P299DZUH6IL",0,0,4,0,0,0
"tRF-29-7P596VW631I4",0,0,0,0,1,0
"tRF-29-7SQWU1O078JZ",1,0,0,0,0,0
"tRF-29-7UXP18RZXPJ3",2,0,21,1,1,3
"tRF-29-7V7N2E2WMKJ1",1,0,0,0,0,0
"tRF-29-81PV6RRNLN1K",1,0,0,2,0,2
"tRF-29-82NZD75K8P2E",0,0,0,1,0,0
"tRF-29-82Z4D7OOJ0IQ",0,1,0,0,0,0
"tRF-29-83ML5F82NZED",12,5,5,6,4,2
"tRF-29-83ML5F924ZED",1,0,0,0,2,1
"tRF-29-83ML5FX24ZED",2,1,3,0,0,0
"tRF-29-86J8WPMN1EJ3",686,62,3235,182,132,226
"tRF-29-86V8WPMN1EJ3",313,39,622,95,88,91
"tRF-29-87R9BMM3PRHJ",0,0,0,0,0,1
"tRF-29-897PVP941Q1J",3,0,15,2,0,1
"tRF-29-897PVP9N1Q1J",3,0,0,1,0,0
"tRF-29-8L8NRS9NS31N",1,0,4,0,0,0
"tRF-29-8W1W188MEN1V",7,2,26,4,0,1
"tRF-29-8Y7Z2R14PS2E",0,0,3,0,0,0
"tRF-29-91U45O6QJ1JK",0,0,4,0,0,0
"tRF-29-93R918VBY9I3",15,1,27,1,2,0
"tRF-29-941QKS3W2VIX",2,0,0,0,1,0
"tRF-29-944EBV2KWH2E",3,1,18,0,3,1
"tRF-29-945NB2NZW7HV",1,1,12,0,0,1
"tRF-29-94SX73V2Y81W",7,4,0,1,2,0
"tRF-29-94SX7JV2Y81W",4,0,0,1,2,0
"tRF-29-94U47P299DKP",1,0,0,0,0,0
"tRF-29-987X1RJYSXI2",0,0,5,0,0,1
"tRF-29-98LOW3VHM9IW",0,0,0,0,1,0
"tRF-29-9I547O6W9DKF",1,0,0,0,0,0
"tRF-29-9JKL0653L4ID",0,0,0,0,0,1
"tRF-29-9LF5W8E7OMF9",0,0,0,0,1,0
"tRF-29-9LON4VN1EHIS",1,0,8,0,1,5
"tRF-29-9M739P8WQ0EB",79,6,399,9,14,58
"tRF-29-9MV47P596VJ5",0,0,7,0,2,0
"tRF-29-9MVH7P59N3K5",6,0,0,0,1,1
"tRF-29-9N1EWJQ72S1M",1,0,0,1,0,0
"tRF-29-9NF5W8E7OMF9",0,0,3,0,0,2
"tRF-29-9O9NF5W8E7H7",28,5,90,7,5,22
"tRF-29-9O9NF5W8EZH7",0,3,7,1,0,1
"tRF-29-9OHXDD1KYK15",1,0,0,0,0,0
"tRF-29-9U7SF7276JE2",0,0,3,0,0,0
"tRF-29-B4Z3V5393LH1",1,0,0,0,0,0
"tRF-29-B4ZPEK45H512",0,0,0,0,1,0
"tRF-29-BE7XO8Q6J61J",0,0,7,0,0,0
"tRF-29-BJ8FFDXXE6JV",7,0,0,0,0,4
"tRF-29-BMU00KRX67HQ",2,0,0,0,0,0
"tRF-29-D0B601WZ03HV",3,1,7,2,2,2
"tRF-29-D3L87SHRM5I9",0,0,3,0,0,0
"tRF-29-D5EUB4ZPEKH2",0,0,0,1,0,0
"tRF-29-D7B2JK7PP9KQ",1,0,0,0,0,0
"tRF-29-D890YBOZZ7HL",3,0,9,0,0,0
"tRF-29-D8E0LV9DYXFJ",1,1,0,0,0,0
"tRF-29-D8UJE76INBJ2",0,0,8,0,0,0
"tRF-29-D8YJE76INBJ2",6,1,30,2,8,6
"tRF-29-D8YJE76IZBJ2",3,0,3,3,1,0
"tRF-29-DBNIB9I1KQ23",15,0,117,2,6,25
"tRF-29-DFQ9B1XSRIJ2",2,0,0,0,0,0
"tRF-29-DI2OOIQO4QIJ",3,0,0,1,0,0
"tRF-29-DW9NH1NRM52V",0,0,6,0,0,0
"tRF-29-E282FN4KYUHJ",1,0,0,0,0,3
"tRF-29-E76INB8PLM1S",7,1,60,2,1,13
"tRF-29-E7OMJHHS1907",0,0,0,0,0,1
"tRF-29-EUB4ZPEK45F2",1,0,0,0,0,0
"tRF-29-F1R3WE8RO8IS",2,0,0,0,0,1
"tRF-29-F20O27NXJ4E2",1,1,5,0,0,0
"tRF-29-F5W8E7OMJHFJ",0,0,0,0,1,0
"tRF-29-F6RE987S1R1D",0,0,0,0,0,2
"tRF-29-F91SS2PMFIKO",1,0,0,0,1,0
"tRF-29-F9LKXNYQIUFP",11,3,56,0,1,4
"tRF-29-FDXXE6XRK4JO",0,0,2,0,1,1
